flower_name,desc,arial,eco,resursi
СМОКОВНИЦА ОБЫКНОВЕННАЯ,"Описание. Листопадное многолетнее растение, чаще дерево с редкими толстыми ветвями, распростер - тыми или косо направленными вверх, иногда много - ствольное дерево или ветвистый кустарник (в неблаго - приятных условиях). В природе достигает 10-12 м в вы - соту (в культуре обычно до 4-6 м). Диаметр кроны так - же может достигать 10-12 м, крона широкораскидистая, в очертании шаровидная, яйцевидная или зонтико - образная. Диаметр ствола до 75 см. Смоковница живет до 150-200 лет. Молодые побеги сочные, мясистые, опушенные, кора светло-серая, позже светло-буро-серая, трещинова - тая. Зимние почки голые, верхняя – яйцевидная, тонко- и длиннозаостренная, с 1-2 чешуями, длиной до 1 см. Боковые – округлые, с многочисленными чешуями, длиной до 0,5 см. Листья расположены на концах ветвей, очеред - ные, опадающие, на черешках 2-5 см длиной, простые, с пальчатым жилкованием, крупные – длина 8-15 (35) см, ширина 6-12 (18) см, в очертаниях округлые или широкояйцевидные, чаще с сердцевидным основанием, близ которого цельнокрайние, выше – выемчато-зубча - тые. Листовая пластинка 3-5 (7)-лопастная, реже цель - ная, сверху – шероховатая, темно-зеленая, снизу опу - шенная, светло-серо-зеленая. Прилистники сросшиеся, быстро опадающие. Длина и толщина черешка, разме - ры, лопастность и рассеченность листовой пластинки могут сильно варьировать в пределах одного растения. Цветочные почки расположены в пазухах листьев побегов текущего года, округлые, покрыты 3 чешуями. Соцветия одиночные, пазушные, на короткой ножке, в виде колбовидного полого цветоложа с отверстием (глазком) в верхней части (сикониум). На внутренней поверхности цветоложа по спирали расположены мел - кие цветки, до 900- 2000 шт. в одном соцветии. Цветки однополые, нескольких типов. Женские цветки с около - цветником из 5 листочков, завязь одногнездная с одной семяпочкой и боковым столбиком; бывают длиннопе - стичные – нормально развитые женские цветки с длин - ным боковым столбиком, с 1-2 рыльцами, после опы - ления образующие плод со всхожим семенем (орешек) и тонким сочным околоплодником, которые в массе составляют мякоть соплодия, и короткопестичные (гал - ловые) – недоразвитые женские цветки с сильно уве - личенной округлой завязью и коротким воронкообраз - ным столбиком. Галловые цветки не образуют всхожих семян, в них развиваются личинки осы бластофаги (Blastofaga psenes ), являющейся опылителем смоковни - цы. Мужские цветки имеют 3-5-раздельный околоцвет - ник и также бывают двух типов: тычиночные с 3-5 ты - чинками с жизнеспособной пыльцой и редуцированные в виде чешуек. В соцветии смоковницы женские цветки расположены в центральной части, а мужские – в не - сколько рядов у глазка. Особи Ficus carica бывают как обоеполые, так и раздельнополые. Дикорастущая форма является од - нодомной. В культуре (или как одичавшее) распростра - нены: фига (var. domestica ) – имеет соцветия, несущие женские длиннопестичные цветки, чешуйчатые (реду - цированные) мужские и каприфига (var. caprificus ) – имеет соцветия, несущие галловые (короткопестичные) женские цветки и тычиночные мужские. Фиги функци - онируют как женские особи, дают съедобные соплодия со всхожими семенами. Каприфиги функционируют как мужские особи, играют роль опылителей фиги и, за ред - ким исключением, не дают съедобных соплодий. В со - временной систематике указанные разновидности не признаются и они считаются синонимами Ficus carica . Растения фиги цветут 2 раза в год и образуют 2 ге - нерации соплодий: первое цветение в апреле (плоды созревают в июле), второе – в июне-июле (плоды созре - вают в августе-сентябре). Каприфиги цветут и плодо - носят 3 раза в год, кроме весенней и летней генерации образуют еще и зимнюю: цветение в августе-сентябре, соплодия зимуют на растении и дозревают весной. В соплодиях зимней генерации зимуют личинки осы бластофаги. Зрелые соплодия смоковницы имеют форму от плоскоокруглой до вытянутой бутыльчато-грушевидной и окраску от белой, кремовой или желтой до зеленой или фиолетовой, в зависимости от сорта. Плод смоков - ницы – круглый орешек с тонкой хрупкой оболочкой, распространяется птицами. Диплоидный набор хромосом 2n=26. Все части растения, кроме зрелых плодов, имеют млечники и содержат млечный сок. В народной медици - не и фармацевтической промышленности используются плоды и листья смоковницы.",,,
СМОРОДИНА ЧЕРНАЯ,,,,
СОЛОДКА ГОЛАЯ,,,,
СОФОР А ЯПОНСКАЯ,,,,
СПОРЫНЬЯ ПУРПУРОВАЯ,,,,
СТАЛЬНИК КОЛЮЧИЙ,"Описание. Травянистый многолетник высотой 40-110 см. Стебли многочисленные, прямые, реже восходящие, ветвистые, опушенные простыми и же - лезистыми волосками, при основании древеснеющие, обычно фиолетово-красноватые, с колючками или без них. Корень мощный, стержневой, деревянистый, в из - ломе беловатый, длиной до 200 см, мало разветвлен - ный, переходящий вверху в короткое многоглавое кор - невище, на котором образуются почки возобновления. Листья очередные, черешковые или продолго - вато-эллиптические, длиной 1,5-3,0 см, шириной 0,5- 1,5 см, острозубчатые, с обеих сторон железисто-опу - шенные, клейкие; боковые листочки почти сидячие, конечный — на сравнительно длинном черешочке. Прилистники крупные, широкояйцевидные, стебле - объемлющие, длиной до 3-5 см, приросшие к крыла - тому черешку. Цветки многочисленные, обоеполые, расположены по 2 в пазухах листьев на коротких цве - тоножках; на конце стеблей и боковых ветвей они об - разуют довольно густые колосовидные соцветия. Ча - шечка длиной около 10 мм, колокольчатая мохнатая, глубоко рассеченная на 5 линейно-ланцетовидных до - лей. Венчик длиной 15-20 мм, мотылькового типа, ро - зовато-белый, бледно-розовый или почти белый; флаг широкоэллиптический, суженный в короткий ноготок; крылья и лодочка короче флага. Тычинок 10, нити их – сросшиеся в трубку. Пестик с верхней одногнездной завязью, длинным, тонким, загнутым кверху столби - ком и небольшим головчатым рыльцем. Плод — широкояйцевидный, железисто-опушен - ный, более или менее вздутый, двух-четырехсемянный боб длиной около 7-8 мм, шириной 5-6 мм, чуть короче чашечки, остающейся на плоде. Семена шаровидные или округло-почковидные, мелкобугорчатые, бурова - то-зеленые, темно-коричневые или светло-бурые. Мас - са 1000 семян дикорастущего стальника 3,2-4,0 г, куль - тивируемого — 3,6-4,8 г. Цветет в июне-августе; пло - ды созревают с августа до заморозков. Число хромосом 2n=24, 30, 32. Другие виды. О. spinosa L., отличается от Onon is spinosa subsp. hircina (Jacq.) Gams более мелкими листочками и одиночными цветками, не образующи - ми густых соцветий. Встречается он лишь на Карпатах и в Прибалтике. Другой близкий подвид — стальник древних — Ononis spinosa subsp. antiquorum (L.) Briq. (О. antiquorum L.) растет в Казахстане, Средней Азии, реже в Закавказье и в Крыму. В научной медицине России используют корни только стальника Ononis spinosa subsp. hircina .","Ареал. Стальник колючий — европейско-западно - азиатский вид. Ареал Ononis spinosa subsp. hircina ох-ватывает большую часть южных районов Европейской территории России, кроме северных районов и Кали - нинградской области, встречается также в Крыму, Бе - лоруссии, Украине, Молдавии и странах Балтии. Северная граница основного ареала стальника начинается от государственной границы с Эстонией и идет на юг, проходя по юго-западной части Псков - ской области. Далее граница ареала выходит на грани - цу с Белоруссией, а затем поворачивает на восток — проходит через Брянск, Калугу, идет по долине Оки, а затем по долине Волги, от устья Оки до низовьев Камы. На востоке граница ареала стальника проходит вдоль реки Белой до 60°в.д. и захватывает лишь самую южную часть Урала (отдельные фрагменты ареала за - ходят на территорию юга Западной Сибири (Алтай) и юго-запада Восточной Сибири). Затем поворачивает на юго-запад и выходит на государственную границу с Казахстаном и далее южнее Волгограда, минуя пу - стынные прикаспийские районы, направляется к пред - горьям Кавказа, огибает с севера г. Грозный и близ устья р. Судак выходит к Каспийскому морю. Южная граница ареала проходит по государственной границе с Азербайджаном, Грузией и в районе Адлера выходит к Черному морю. На западе граница основного ареала уходит за государственную границу с Украиной и Бе - лоруссией.","Экология. Стальник колючий — светолюбивое растение лесостепной зоны, на западе ареала он захо - дит в южную часть лесной зоны. Предпочитает плодо - родные, среднеувлажненные, чаще всего — наносные, тяжелые, аллювиальные, известковые и черноземные почвы. Поднимается в горы до среднего (горно-лес - ного) пояса и доходит до высоты 2000 м над уровнем моря. Растет на пойменных и суходольных лугах, лес - ных опушках и полянах, по берегам водоемов, среди зарослей кустарников; иногда встречается по окраи - нам болот, на старых залежах и обочинах дорог.",
СУМАХ ДУБИЛЬНЫЙ,"Описание. Листопадное двудомное дерево вы - сотой до 8 м, со стволом до 20 см в диаметре. Ино - гда растет в виде куста высотой 2-3 м. Кора деревьев и взрослых кустов коричневатая, продольно лущится. Молодые побеги серо- или желтовато-коричневые, гу - сто опушенные, почки с мохнатыми кроющими чешу - ями. Листья очередные, шершаво-опушенные, сверху темно-зеленые, снизу почти серые, длиной 15-20 см, непарноперистые, из 9-17 яйцевидных или продолго - вато-яйцевидных, крупнозубчатых или крупно город - чато-пильчатых сидячих листочков длиной 2,5-6,5 см, шириной 1,5-3 см. Ось листьев узкокрылатая. Цветки однополые, мелкие, собраны в крупные конические верхушечные и более мелкие пазушные соцветия — метелки. Тычиночные цветки в рыхлых метелках, длиной 25 см, пестичные — в более плот - ных, длиной до 15 см. Цветки с двойным свободно - листным пятичленным околоцветником, чашелисти - ки округло-яйцевидные, длиной 2 мм, шириной до 1,5 мм, зеленоватые, снаружи густоволосистые, по краю реснитчатые; лепестки яйцевидные, длиной около 3 мм, шириной 1,5 мм, беловатые. Тычиночные цветки длиной 1,5 мм, имеют 5 тычинок и недораз - витую завязь. Пестичные цветки с одним пестиком (имеющим верхнюю одногнездную завязь и трехраз - дельное рыльце) и пятью недоразвитыми тычинками. Плоды мелкие, шаровидные или почковидные одно - семянные костянки диаметром 4-6 мм, с тонкой обо - лочкой, смолистым мезокарпием и твердым эндокар - пием, снаружи красно-бурые, густо опушенные желе - зистыми волосками, с остающимися чашелистиками. Цветет в июне-июле, иногда наблюдается вто -ричное цветение осенью. Первые плоды созревают в июле, массовое их созревание — в сентябре-октя - бре. Диплоидный набор хромосом 2n=30. Медицинским сырьем служат листья сумаха ду - бильного.","Ареал. Сумах дубильный — средиземноморское растение, имеющее обширный, но прерывистый аре - ал. На территорию России заходит лишь часть дизъ - юнктивного ареала сумаха — крымско-кавказская. В этой части ареала сумах растет в горах Крыма (осо - бенно на их южном макросклоне) и на Черноморском побережье Кавказа (от окрестностей Новороссийска до Абхазии), на склонах Большого Кавказа.",,
СУШЕНИЦА ТОПЯНАЯ ,,,,
ТЕРМОПСИС ЛАНЦЕТОВИДНЫЙ,"Описание. Травянистый многолетник с мощно развитой системой надземных органов. Корневища вет - вистые, горизонтальные, длиной до 3 м, диаметром 0,5- 1,2 см, с многочисленными придаточными корнями, до - стигающими длины 2 м. Стебли высотой 12-37 (40) см, прямые, ветвистые, бороздчатые, опушенные, в нижней части иногда древеснеющие. Листья на черешках дли - ной до 10 см, очередные, тройчато-сложные; листочки широколанцетовидные или обратно широколанцето - видные, длиной 2,3-6,4 (7,6) см, шириной 0,8-1,4 (2,3) см, сверху голые, зеленые, снизу опушены прижатыми волосками, с примесью оттопыренных волосков (по - этому снизу они имеют более светлую окраску), реже почти голые. Прилистники продолговатые или продол - говато-яйцевидные, длиной 17-31 (36) мм, шириной 3-10 (12) мм, сверху голые или почти голые, снизу рас - сеянно- или густоопушенные короткими прижатыми волосками. Соцветие — негустая конечная кисть длиной 6-17 см из 2-6 мутовок, содержащих по 2-3 цветка с прицветниками. Прицветники продолговато-яйцевид - ные, длиной 10-23 мм, шириной 3-8 мм, сверху редко-, снизу густоприжатоопушенные, с примесью слегка спутанных оттопыренных волосков. Прицветнички при формировании цветочной почки инициируются слева и справа от цветочного зачатка и четко различимы до того, как первый бутон становится видимым. Цветки пятичленные. Чашечка колокольчатая, опу - шенная, длиной 15-18 (22) мм; ее нижние зубцы ланце - товидные, равны длине трубки, верхние — короткие, не превышающие 1/3-1/2 длины нижних зубцов. Венчик мотылькового типа, желтый, длиной 22-28 мм, верхний лепесток (флаг) шириной 17-21 мм, с почти округлым отгибом и узкой выемкой на вершине; боковые лепест - ки (крылья) уже и немного короче флага; нижний лепе - сток (киль) шире крыльев, а по длине почти равен им или слегка короче. Тычинок 10, они свободные. Пестик почти сидячий или на короткой (2-3 мм) ножке, с шел - ковисто-опушенной линейной завязью, длинным, слег - ка изогнутым столбиком и почти точечным рыльцем. В завязи 12-20 семяпочек. Плоды — узколинейные, прямые или слегка ду - гообразные, иногда волнисто-извилистые, отклонен - ные, короткоопушенные прижатыми волосками бобы длиной 4-7 (8,8) см и шириной 0,7-1,2 см. Выявлено, что плодообразование составляет 52 %, коэффициент продуктивности – 0,66, общее число семян на растение в среднем 112,3 шт. Семена почти округлые, слабопочковидные, слег - ка уплощенные, длиной 3-5 мм, шириной 2,5-3,5 мм, толщиной 1,3–1,5 мм, гладкие, блестящие, темно-олив - ковые или почти черные, с сизоватым налетом и серова -то-белым рубчиком. Масса 1000 семян 22-28 г. Диплоидный набор хромосом 2n=18. В Сибири цветет в июне-августе; плоды созревают в августе-сентябре. На Тянь-Шане цветет в мае-сентя - бре. В медицине используют траву термопсиса ланцето - видного. Семена близкого вида Thermopsis turkestanica Gand использовали для получения алкалоида цитизина (препарат Цититон).","Ареал. Термопсис ланцетовидный — централь - ноазиатский вид, с дизъюнктивным ареалом, состоя - щим из ряда фрагментарных участков, приуроченных к островным степям Сибири. Северная граница основного участка ареала тер - мопсиса ланцетовидного от границы с Казахстаном на территории России начинается западнее Оренбурга, примерно по 54°с.ш. проходит севернее Магнитогор - ска, по долине Тобола поднимается к северу почти до 57°с.ш. и на этом уровне идет на Новосибирск и Крас - ноярск, пересекает Байкал в его северной части, охва - тывает все степные части Забайкалья и у слияния рек Шилки и Аргуни достигает восточного предела своего распространения (118°в.д.). Южная граница проходит по южной части степ - ных островов Сибири. В ряде пунктов Забайкалья, Юж - ной Тывы и Южного Алтая достигает государственной границы России. Фрагмент ареала Th. lanceolata расположен в остепненных районах Центральной Якутии. Ценоареалом термопсиса ланцетовидного можно считать юг Средней Сибири, Предбайкалье и Забайка - лье, где ассоциации со значительным участием этого растения занимают большие площади.",,
ТИМЬЯН ОБЫКНОВЕННЫЙ,"Описание. Полукустарничек высотой до 5 0 см. Корневая система стержневая, сильно разветвленная, с обильными мочками. Стебель прямостоячий, дере - вянистый, от самого основания сильно ветвящийся; ветви травянистые, четырехгранные, с укороченны - ми боковыми побегами. Листья супротивные, длиной 5-10 мм, сидячие или короткочерешковые, продолго - вато-ланцетовидные, с обеих сторон покрытые то - чечными железками, сверху голые, снизу – короткоо - пушенные; края листовой пластинки цельные, завер - нутые книзу. Средняя жилка вдавлена на адаксиаль - ной поверхности и очень заметна на абаксиальной поверхности. Цветки мелкие, собраны в супротивно расположенные ложные полумутовки, образующие на концах стеблей рыхлые кистевидные соцветия; прицветники небольшие, ланцетовидные, тупые. Ча - шечка длиной 3-5 мм, зеленая, часто с антоциановым окрашиванием, колокольчатая, двугубая, с кольцом белых волосков в зеве; верхняя губа с тремя, ниж - няя – с двумя зубцами. Венчик длиной 4-6 мм, двугу - бый, опадающий, светло-лиловый или розовый, реже белый. Тычинок 4; 2 из них короче остальных. Пе - стик с верхней четырехраздельной завязью; столбик длинный, с двурасщепленным рыльцем. Плод состо - ит из 4 орешков, заключенных в остающуюся чашеч - ку. Орешки длиной 0,7-0,9 мм, почти округлые, чуть сдавленные, серовато- или буро-коричневые. Масса 1000 орешков около 0,3 г. Диплоидный набор хромосом 2n=30. В Краснодарском крае, Крыму и Молдавии цве - тет в конце мая-начале июня; плоды созревают в кон- це июня-начале июля. Как лекарственное сырье используют собран - ную во время цветения высушенную и обмолочен - ную траву (смесь листьев, цветков и тонких стеблей). Другие виды. Для получения препарата пер - туссин наравне с экстрактом тимьяна обыкновенно - го может использоваться экстракт из травы чабреца или тимьяна ползучего – T. serpyllum L. s.1., а так- же тимьяна Maршалла – Thymus pulegioides subsp. pannonicus (All.) Kerguélen ( T. marschallianus Willd.).",Ареал. Родина тимьяна обыкновенного – южная Европа. В России в диком виде не встречается.,"Экология. На родине растет на открытых су - хих и каменистых склонах. Не переносит затенения и застойного увлажнения. Предпочитает богатые гу - мусом известковые почвы легкого и среднего меха - нического состава. Теплолюбив, устойчив к засухе, однако требует достаточного влагообеспечения. Для прорастания семян тимьяна необходима повышенная влажность верхнего слоя почвы.",Ресурсы. Ежегодная потребность отечествен - ного здравоохранения – около 2 00 т воздушно-сухих листьев тимьяна обыкновенного. Всю потребность в сырье тимьяна удовлетворяют за счет его планта - ций.
ТИМЬЯН ПОЛЗУЧИЙ,"Описание. Полукустарничек с распластанными стеблями, приподнимающимися или прямостоячими ветвями высотой 2-6 (10) см, покрытыми отогнуты - ми вниз или отстоящими волосками. Листья жесткие, почти кожистые, короткочерешковые; пластинка их от округлой или яйцевидной до линейно-продолговатой или почти линейной формы, вместе с черешком дли - ной 5-1 5 мм усеяна железками, голая, реже негусто волосистая, по краю у основания длинно реснитчатая. Цветки в головчатых соцветиях на концах ветвей. Ча - шечка узкоколокольчатая, снаружи волосистая. Венчик двугубый, длиной 5-8 мм, розово-лиловый. Верхняя губа широкояйцевидная, на верхушке выемчатая; ниж - няя – немного длиннее верхней. Пыльца шестипоровая, поверхность экзины ямчатая. Плод состоит из 4 темно-бурых эллипсоидальных орешков длиной 0,6-1 мм. Диплоидный набор хромосом 2n=20, 24, 28. Цветет в июне-августе (в Сибири – в июне-сентя - бре); плодоносит с августа. В медицине используют траву тимьяна ползучего (в широком понимании объема этого вида).","Ареал. Евро-азиатский вид с дизъюнктивным ареалом. В России распространен в европейской части и в Сибири. Северная граница западного участка ареа - ла от границы с Финляндией (70°с.ш.) проходит через Мурманскую область и , смещаясь в юго-восточном на - правлении до 61°с.ш., пересекает Северную Двину в ее среднем течении и идет к Твери и Москве, далее направ - ляется на юг до Брянска (до 53°с.ш.). Изолированные местонахождения тимьяна полз - учего известны в Республике Коми (между 62-64°с.ш. и 50-60°в.д.), на юге Северного Урала (у Североураль - ска), в Ульяновской, Ивановской, Владимирской, Ни - жегородской, Пермской, Оренбургской и Свердловской областях, в У дмуртии, Татарии, Башкирии. Северная граница сибирского участка ареала от Гыданского п-ова (72°с.ш.) идет на восток, пересекает Енисейский залив, проходит по п-ову Таймыр, достигая здесь своего северного предела на 74°с.ш. (побережье Хатангского залива), пересекает устье Лены и доходит до Колымы (северо-восточный предел распространения тимьяна ползучего). Затем граница ареала резко пово - рачивает к югу, пересекает в среднем течении Колыму, верховья Алдана, проходит по Забайкалью и достигает государственной границы России. Самые южные ме - стонахождения растения отмечены в Республике Тыва и на Алтае (49°с.ш.). Далее граница идет в западном на - правлении через Алтайский край, юго-западную часть Новосибирской области, затем поворачивает на восток, пересекает Обь, Томь, Чулым и идет на север по Ени - сею до Таймыра и Гыданского п-ова. Отдельные ме - стонахождения тимьяна ползучего известны на севере Западной Сибири: в Тюменской области (Приполярный Урал), прибрежной части Обской губы и др. За пределами России тимьян ползучий распростра - нен на Скандинавском п-ове, в Северной и Центральной Европе. Тимьян ползучий распространен в Казахстане почти повсеместно, за исключением Центрального Ка - захстана, а также в Пакистане.","Экология. Широкое распространение тимьян полз - учий имеет преимущественно в степной зоне. В лесной и полярно-арктической зонах встречается только на воз - вышенных участках с сухими хорошо дренированными почвами. На территории Горного Алтая встречается от степного пояса до высокогорий, в Р. Тыва – в степных и горно-степных районах. Обитает на южных скло - нах, скалах, в каменистых степях, на степных лугах, по окраинам сосновых боров, в щебнисто-лишайниковых и каменистых тундрах, иногда встречается и на подзо - листых почвах. В Забайкалье – это компонент пижмовых (проек - тивное покрытие тимьяна 5 %) и дазифоровых степей (проективное покрытие 2-4 %). На Алтае проективное покрытие тимьяна ползучего в фитоценозах тимьянни - ковых каменистых степей не превышает 8-2 5 %. В Р. Тыва обычен в сообществах караганы карликовой, на песчаных барханах, в злаково-осочково-тимьяновых степях и на осочково-овсецовых степных склонах. От - мечен также на опушках и полянах редких лиственнич - ных лесов. В Хакасии растет в основном в злаково-раз - нотравных каменистых степях. Тимьян ползучий на территории природного парка Ленские столбы в Якутии участвует в сложении растительных сообществ каме - нистых степей и пойменных лугов в долинах рек. Он приурочен к сообществам со слабыми конкурентны - ми отношениями: обилие Thimus serpyllum s.l выше на участках каменистых степей с изреженным травостоем и зарастающих галечниках на низкой пойме. На данных местообитаниях ценопопуляции тимьяна ползучего имеют довольно высокое обилие и продуктивность. Це - нопопуляции полночленные, семенное возобновление осуществляется на хорошем уровне.",
ТМИН ОБЫКНОВЕННЫЙ,,,,
ТОЛОКНЯНКА ОБЫКНОВЕННАЯ,,,,
ТЫКВА ОБЫКНОВЕННАЯ,"Описание. Тыква обыкновенная, или твердоко - рая – однолетнее, однодомное, травянистое растение, со снабженными усиками лазающими и стелющимися стеблями длиной до 5 м, шершавыми на ощупь. Листья черешковые, крупные, длиной до 25 см, жесткие, пя - тираздельные или пятилопастные; листорасположение – очередное. Цветки на пазушных цветоносах, одиночные, раз - дельнополые, крупные; длина воронковидного оранже - вого венчика достигает 5-7 см, а диаметр – 6-7 см. Завязь нижняя. Перекрестное опыление цветков осуществля - ется насекомыми, преимущественно пчелами. Цветет в июле-сентябре, плоды созревают в сентябре-ноябре. Плоды – крупные мясистые тыквины с многочислен - ными плоскими, желтовато-белыми семенами. Семя 6–30 мм длиной, 11–13 мм шириной, 1–5 мм толщи - ной, плоское, яйцевидное; обрамлено краевым валиком, иногда с выступающей жилкой по всему краю. Рубчик у узкого конца. Поверхность грязно-белая или желтая, гладкая, матовая. Масса 1000 семян, в зависимости от сорта, 60-480 г . По способу культуры и употребления в пищу мно - гочисленные сорта тыквы обыкновенной подразделяют на 2 группы: тыквы бахчевые и овощные. Первые (соб - ственно твердокорая тыква) выращивают до полного со - зревания, вторые убирают недозрелыми. К этой группе относятся кабачки, патиссоны, крукнеки и мелкоплод - ные овощные круглые тыквы. Диплоидный набор хромосом 2n=40. В медицине используются семена тыквы. Другие виды. Согласно Государственной фарма - копее XIV изд., разрешены к обращению на фарма - цевтическом рынке также семена тыквы крупноплод -ной Сucurbita maxima Duchesne и тыквы мускатной Cucurbita moschata Duchesne (ФС 2.5.0100.18). Отличительные признаки тыкв представлены в та- блице","Ареал. Вид – американского происхождения; в ди- ком виде неизвестен. Введена в культуру около 5 тыс. лет назад на территории современных Перу и Мексики. В конце XV века португальцами тыква была завезена в Индию и Европу; в России культивируется с XVIII века. В настоящее время виды тыквы (обыкновенная, мускатная и крупноплодная) широко распространены в Южной и Северной Америке, Африке, Азии и Европе.","Экология. Тыква обыкновенная – жаростой - кое, тепло- и светолюбивое растение, требовательное к влажности и плодородию почвы. Семена ее начинают прорастать при +12-13°С , оптимальная температура для роста и развития +24-27°С; кратковременно выдержи - вает очень высокую температуру (до +40°С). Осенью взрослые растения могут переносить кратковременные заморозки до -1°С. Высокая температура и длинный световой день способствуют образованию мужских, по - ниженная температура и короткий день – женских цвет - ков. Тыква влаголюбива, оптимальная влажность почвы 70-80 %, относительная влажность воздуха 7 0 %. Вы - сокая влажность почвы стимулирует у нее образование придаточных корней, однако при избыточном увлажне - нии тыква растет плохо. Тыква очень отзывчива на вне - сение органических удобрений, хорошо реагирует на применение повышенных доз минеральных удобрений.",
ТЫСЯЧЕЛИСТНИК ОБЫКНОВЕННЫЙ,,,,
УКРОП ПАХУЧИЙ,"Описание. Однолетнее травянистое растение высо - той 40-1 50 см. Главный корень тонкий, разветвленный. Стебель прямостоячий или слабо изгибающийся, вет - вистый (в густых посевах – маловетвистый), округлый, тонкобороздчатый, с чередующимися продольными свет - ло-зелеными (или почти белыми) и зелеными полосками, часто с тонким беловатым слоем воскового налета. Ли - сторасположение очередное; листья трижды- или четы - реждыперисторассеченные, широкояйцевидные и яйце - видные, длиной 5-3 0 см, шириной 4-2 5 см; конечные сег - менты их узкие, линейно-нитевидные, длиной 3-4 5 мм, шириной около 1 мм. Нижние листья длинночерешковые, при основании расширенные в продолговатые, по краю пленчатые влагалища; верхние листья короткочерешко - вые или сидячие. Соцветие – сложный многолучевой (с 8-40, реже 56 лучами) зонтик диаметром 7-3 0 см; оберток и обер - точек нет. Цветки мелкие, обоеполые, пятичленные; зуб - цы чашечки очень короткие; лепестки желтые, с узкой завернутой внутрь верхушкой; пестик из 2 сросшихся плодолистиков, столбик очень короткий, завязь нижняя, двугнездная. Плод – вислоплодник, распадающийся при созревании на два полуплодика (мерикарпия); послед - ние – эллиптические или широкоэллиптические, длиной 3-7 мм, шириной 1,5-4 мм, серовато-коричневые, мато - вые, со спинной стороны слабовыпуклые, с брюшной – слабовогнутые. Мерикарпии с 6 продольными ребрами; из них 3 спинных – узких, килеватых, 1 брюшное – ни - тевидное и 2 боковых – крыловидно-расширенных, плен - чатых, светло-желтых или серых. Эндосперм обильный. Надземная часть растения имеет характерный ароматный, «укропный» запах и сладковато-приятный вкус. Цветет укроп в июне-августе, плодоносит в авгу- сте-сентябре. Диплоидное число хромосом 2n=22. В медицине используют плоды укропа.","Ареал. Родина укропа пахучего – Средиземноморье. В дикорастущем виде обитает в Малой Азии, в странах Ближнего Востока, в Северной Африке и Южной Азии (Индия). Культивируют его во всех европейских странах, кроме Крайнего Севера, а также в Северной и Южной Америке, Африке, Азии. Местами дичает. Культивирует - ся в ряде районов России. Как одичавшее встречается на Северном Кавказе, местами – в европейской части и в Си- бири.","Экология. Укроп пахучий иногда встречается око - ло жилья, на огородах, по окраинам полей, по обочинам дорог и на пустырях как элемент сорной растительности. Произрастает в открытых местообитаниях: на лугах, по - лях, опушках лесов, от низменностей и морских побере - жий до среднего пояса гор. Предпочитает плодородные, хорошо удобренные почвы, но иногда может быть найден и на относительно бедном субстрате (на песке, вдоль по -лотна железной дороги и т.д.). Укроп пахучий встречается в составе адвентивной флоры.","Ресурсы. Как сорняк укроп огородный встречается в виде небольших зарослей и одиночных растений на тер - ритории от европейской части России до Восточной Си - бири, за исключением Дальнего Востока. Дикорастущие популяции не могут служить сырьевой базой. Поставки сырья укропа осуществляются из Красно - дарского края и Республики Крым."
